"budget","revenue","movie_id","title","popularity","status","release_date","runtime","vote_average","vote_count"
0,5761917,1950,"Lucky You",6.162872,"Released","2007-05-01",124,5.4,81
52000000,352114312,640,"Catch Me If You Can",73.944049,"Released","2002-12-25",141,7.7,3795
40000000,132820716,97630,"Zero Dark Thirty",38.306954,"Released","2012-12-19",157,6.7,1702
52000000,204999686,9767,"The Break-Up",26.251217,"Released","2006-06-01",106,5.6,832
52000000,609841637,11631,"Mamma Mia!",30.780599,"Released","2008-07-03",108,6.4,1386
52000000,216485654,32856,"Valentine's Day",25.41929,"Released","2010-02-10",125,5.7,1013
50000000,110803676,6519,"The Dukes of Hazzard",15.98212,"Released","2005-08-05",104,5.1,316
52000000,98126565,8741,"The Thin Red Line",40.072583,"Released","1998-12-25",170,7.2,771
52000000,75450437,49520,"The Change-Up",32.015477,"Released","2011-08-05",112,5.9,736
82000000,47434430,1850,"Man on the Moon",24.444186,"Released","1999-12-22",118,6.9,435
52000000,116112375,524,"Casino",40.06688,"Released","1995-11-22",178,7.8,1307
52000000,52826594,26389,"From Paris with Love",27.916284,"Released","2010-02-05",92,6.1,675
52000000,0,11817,"Bulletproof Monk",15.20707,"Released","2003-03-28",104,5.1,278
51000000,149270999,2123,"Me, Myself & Irene",39.001682,"Released","2000-06-22",116,6.1,927
51000000,72779000,9907,"Barnyard",10.430832,"Released","2006-08-04",90,5.3,225
0,47231070,9969,"Deck the Halls",5.952527,"Released","2006-11-22",93,5.1,109
50000000,709827462,18239,"The Twilight Saga: New Moon",94.815867,"Released","2009-03-15",130,5.6,2436
60000000,484409218,808,"Shrek",67.298732,"Released","2001-05-16",90,7.3,4056
50200000,127869379,38050,"The Adjustment Bureau",26.60772,"Released","2011-03-03",106,6.5,1652
48000000,390493908,8367,"Robin Hood: Prince of Thieves",28.803729,"Released","1991-06-14",143,6.6,909
50000000,273552592,9390,"Jerry Maguire",27.039636,"Released","1996-12-06",139,6.7,913
50000000,549368315,72105,"Ted",68.87691,"Released","2012-06-29",106,6.3,4697
50000000,314178011,2898,"As Good as It Gets",37.885022,"Released","1997-12-19",139,7.2,915
50000000,202292902,10312,"Patch Adams",35.537397,"Released","1998-12-25",115,7,832
50000000,173649015,109443,"Anchorman 2: The Legend Continues",38.125008,"Released","2013-12-18",119,6,923
50000000,171269535,2022,"Mr. Deeds",18.121404,"Released","2002-06-28",96,5.6,644
50000000,260095987,37686,"Super 8",37.069253,"Released","2011-06-08",112,6.6,2435
52000000,256271286,462,"Erin Brockovich",30.347332,"Released","2000-03-17",131,7.1,716
50000000,177371441,9919,"How to Lose a Guy in 10 Days",23.854701,"Released","2003-02-07",116,6.3,850
50000000,188441614,187017,"22 Jump Street",52.380982,"Released","2014-06-05",112,7,3319
60000000,223664608,628,"Interview with the Vampire",50.163785,"Released","1994-11-11",123,7.2,1516
70000000,225990978,10201,"Yes Man",43.849351,"Released","2008-12-09",104,6.4,1813
50000000,216972543,302699,"Central Intelligence",45.318703,"Released","2016-06-15",107,6.2,1650
0,0,9441,"Stepmom",16.368283,"Released","1998-12-25",124,6.9,277
50000000,242786137,274167,"Daddy's Home",38.616744,"Released","2015-12-25",96,5.8,854
50000000,212902372,224141,"Into the Woods",65.90161,"Released","2014-12-25",125,5.6,1652
45000000,184376254,388,"Inside Man",45.220386,"Released","2006-03-23",129,7.3,1630
90000000,161626121,2112,"Payback",17.457947,"Released","1999-02-05",100,6.7,548
50000000,152022101,10329,"Congo",10.755847,"Released","1995-06-09",109,5,213
50000000,120081841,74465,"We Bought a Zoo",38.629763,"Released","2011-12-22",124,6.5,909
50000000,155446362,13811,"Knowing",32.693093,"Released","2009-03-19",121,5.9,1486
50000000,88715192,6877,"Failure to Launch",18.806031,"Released","2006-03-10",97,5.5,399
50000000,161451538,10320,"The Ring Two",32.233713,"Released","2005-03-17",110,5.4,632
50000000,142851197,50646,"Crazy, Stupid, Love.",37.990705,"Released","2011-07-29",118,7,2443
50000000,200804534,8920,"Garfield",17.667826,"Released","2004-06-10",80,5.2,820
60000000,0,13673,"Christmas with the Kranks",9.225166,"Released","2004-11-24",99,5.2,193
50000000,110206216,60308,"Moneyball",46.180421,"Released","2011-09-22",133,7,1381
50000000,189859560,6950,"Outbreak",30.397496,"Released","1995-03-10",127,6.3,513
50000000,222809600,225574,"Non-Stop",83.295796,"Released","2014-01-26",106,6.8,2268
50000000,106303988,13836,"Race to Witch Mountain",23.935053,"Released","2009-03-12",98,5.5,509
54000000,132511035,752,"V for Vendetta",84.630969,"Released","2006-03-15",132,7.7,4442
50000000,88323487,6038,"Shanghai Knights",16.251204,"Released","2003-02-06",115,6,692
50000000,69834815,9975,"Curious George",9.894346,"Released","2006-02-10",86,6.2,106
50000000,66002004,11451,"Herbie Fully Loaded",12.050755,"Released","2005-06-22",101,5.1,542
50000000,100020092,12103,"Don't Say a Word",11.596207,"Released","2001-09-28",113,6,220
50000000,224803475,60304,"Hansel & Gretel: Witch Hunters",53.02787,"Released","2013-01-17",88,5.7,3239
50000000,119137784,2251,"Unfaithful",14.382253,"Released","2002-05-10",124,6.3,276
50000000,144492830,46529,"I Am Number Four",43.450266,"Released","2011-02-18",109,5.9,1567
50000000,9.4e+07,231,"Syriana",16.871194,"Released","2005-11-23",128,6.3,451
50000000,69411370,300671,"13 Hours: The Secret Soldiers of Benghazi",42.526529,"Released","2016-01-13",144,7,938
50000000,97437106,228326,"The Book of Life",34.890999,"Released","2014-10-01",95,7.3,755
45000000,82800000,9754,"Firewall",18.186026,"Released","2006-02-10",105,5.6,267
50000000,50068310,66,"Absolute Power",13.576765,"Released","1997-02-14",121,6.4,223
50000000,48169156,4421,"G.I. Jane",19.434672,"Released","1997-08-22",125,6,395
50000000,109423648,2649,"The Game",62.925175,"Released","1997-09-12",129,7.5,1506
50000000,97607453,588,"Silent Hill",32.927994,"Released","2006-04-21",125,6.3,1067
0,0,10393,"The Replacements",14.837288,"Released","2000-08-07",118,6.1,203
50000000,234989584,71552,"American Reunion",39.920035,"Released","2012-04-04",113,6.1,1611
50000000,44547681,9631,"The Negotiator",28.725621,"Released","1998-07-29",140,6.8,582
50000000,160602194,216282,"Into the Storm",20.566554,"Released","2014-08-06",89,5.8,817
50000000,119208989,306,"Beverly Hills Cop III",20.333953,"Released","1994-05-24",104,5.5,434
50000000,41482207,928,"Gremlins 2: The New Batch",33.98637,"Released","1990-06-15",106,6.2,652
50000000,83719388,205587,"The Judge",42.472324,"Released","2014-10-08",141,7.2,1417
50000000,0,6623,"The Peacemaker",15.931084,"Released","1997-09-26",124,5.8,255
45000000,129394835,1577,"Resident Evil: Apocalypse",29.880122,"Released","2004-09-10",94,6.1,1267
50000000,40203020,9801,"Bridget Jones: The Edge of Reason",28.803802,"Released","2004-11-10",108,6.1,750
50000000,55495563,2116,"Out of Time",14.993459,"Released","2003-10-03",105,6.1,298
50000000,4.9e+07,9624,"On Deadly Ground",9.114168,"Released","1994-02-18",102,4.5,104
50000000,69425966,14199,"The Adventures of Sharkboy and Lavagirl",12.31101,"Released","2005-06-10",92,4.4,269
40000000,144056873,1907,"The Beach",41.362082,"Released","2000-02-11",119,6.3,1233
50000000,49718611,4599,"Raising Helen",13.298205,"Released","2004-05-27",119,5.9,189
40000000,60462347,22832,"Ninja Assassin",19.085403,"Released","2009-09-29",99,6.2,371
50000000,0,10390,"For Love of the Game",9.622345,"Released","1999-09-17",137,6.3,88
50000000,113309743,9879,"Striptease",11.106006,"Released","1996-06-28",115,4.4,205
50000000,83761844,38579,"Marmaduke",12.25622,"Released","2010-06-04",87,5,149
50000000,105197635,44603,"Hereafter",13.365715,"Released","2010-10-15",129,5.8,510
50000000,56714147,11892,"Murder by Numbers",16.167093,"Released","2002-04-19",120,6,268
50000000,30303072,9691,"Assassins",23.073933,"Released","1995-10-06",132,6,387
50000000,82169884,1248,"Hannibal Rising",6.567065,"Released","2007-02-06",121,6,654
50000000,58900031,12220,"The Story of Us",6.22577,"Released","1999-10-13",95,5.9,75
44000000,63327201,72710,"The Host",42.933027,"Released","2013-03-22",125,6,1817
50000000,42792561,10782,"Basic",19.226763,"Released","2003-04-18",98,6.2,286
50000000,26199517,9573,"Blood Work",10.089065,"Released","2002-08-04",110,6.1,206
50000000,60161391,4959,"The International",13.391833,"Released","2009-02-03",118,6,368
50000000,42277365,10061,"Escape from L.A.",21.637234,"Released","1996-08-09",97,5.6,373
70000000,23159305,10386,"The Iron Giant",61.245957,"Released","1999-08-06",86,7.6,1436
50000000,34808403,421,"The Life Aquatic with Steve Zissou",25.237969,"Released","2004-12-10",119,7.1,775
50000000,25035950,316152,"Free State of Jones",21.589393,"Released","2016-06-24",139,6.6,428
50000000,38955598,11615,"The Life of David Gale",22.442241,"Released","2003-02-21",130,7.3,480
40000000,0,13498,"Man of the House",6.004422,"Released","2005-02-25",100,5.4,120
50000000,71561644,241554,"Run All Night",74.64653,"Released","2015-03-11",114,6.3,1148
51500000,55112356,2252,"Eastern Promises",35.481169,"Released","2007-09-14",100,7.2,848
50000000,44434439,11968,"Into the Blue",14.723467,"Released","2005-09-30",110,5.8,458
60000000,66976317,10047,"The Messenger: The Story of Joan of Arc",21.084542,"Released","1999-10-18",148,6.2,367
49900000,26121638,38319,"Your Highness",21.408222,"Released","2011-04-08",102,5.2,501
50000000,38502340,69668,"Dream House",19.267479,"Released","2011-09-30",84,5.8,391
50000000,10541523,9770,"Mad City",3.314004,"Released","1997-11-07",114,5.9,81
50000000,16671505,11212,"Baby's Day Out",21.312186,"Released","1994-07-01",99,5.8,274
50000000,10382407,10533,"The Scarlet Letter",7.44268,"Released","1995-10-13",135,5.5,108
22000000,24188922,38363,"Fair Game",12.54949,"Released","2010-05-20",108,6.5,235
50000000,22944502,9923,"Domino",18.394571,"Released","2005-09-22",127,6,444
50000000,9851610,11863,"Jade",8.189406,"Released","1995-10-13",95,5.2,44
50000000,40828540,18501,"Gamer",27.631262,"Released","2009-09-03",95,5.6,760
60000000,60052138,109491,"Beautiful Creatures",40.721373,"Released","2013-02-13",124,5.6,984
55000000,0,9275,"Death to Smoochy",11.329727,"Released","2002-03-28",109,5.9,132
50000000,55969000,329833,"Zoolander 2",37.253774,"Released","2016-02-06",100,4.7,797
50000000,6808550,12634,"The Big Bounce",6.397388,"Released","2004-01-30",88,5,76
60000000,0,10416,"What Planet Are You From?",2.275331,"Released","2000-03-03",105,5.4,37
50000000,28931401,47327,"Drive Angry",30.387148,"Released","2011-02-24",105,5.3,600
50000000,12764201,15268,"Street Fighter: The Legend of Chun-Li",8.139676,"Released","2009-02-27",97,3.9,112
49000000,72700000,10796,"The One",21.746245,"Released","2001-11-02",87,5.7,437
49000000,20423389,9548,"The Adventures of Ford Fairlane",2.808428,"Released","1990-07-11",104,6.2,71
50000000,36348784,18947,"The Boat That Rocked",31.02233,"Released","2009-04-01",116,7.2,666
48000000,207515725,1900,"Traffic",25.170217,"Released","2000-12-27",147,6.9,562
48000000,474171806,89,"Indiana Jones and the Last Crusade",80.972475,"Released","1989-05-24",127,7.6,3152
0,68929150,96724,"Anna Karenina",26.38704,"Released","2012-09-06",130,6.5,639
49000000,104399548,198184,"Chappie",116.700319,"Released","2015-03-04",120,6.6,3062
73000000,151493655,9481,"The Bone Collector",33.884459,"Released","1999-11-04",118,6.5,826
48000000,196397415,4547,"Panic Room",53.043124,"Released","2002-03-29",111,6.5,1267
0,0,53953,"The Tooth Fairy",0.716764,"Released","2006-08-08",0,4.3,13
75000000,1.08e+08,6415,"Three Kings",34.973086,"Released","1999-09-27",114,6.6,692
50000000,3324330,181283,"Child 44",40.371098,"Released","2015-03-15",137,6.1,547
48000000,85498534,9896,"Rat Race",18.60049,"Released","2001-07-30",112,6,518
48000000,50315140,167,"K-PAX",30.920075,"Released","2001-10-22",120,7.1,695
0,0,11232,"Kate & Leopold",11.940711,"Released","2001-12-25",118,6,418
48000000,90383208,1636,"Bedazzled",19.348007,"Released","2000-10-19",93,5.6,512
58000000,25928721,2148,"The Cotton Club",8.59075,"Released","1984-12-14",127,6.6,68
55000000,70016220,5176,"3:10 to Yuma",48.801089,"Released","2007-09-06",122,6.9,1188
48000000,325771424,260346,"Taken 3",88.844777,"Released","2014-12-16",109,6.1,2200
48000000,77745568,1389,"Out of Sight",16.000178,"Released","1998-06-26",123,6.5,333
47000000,102825796,9894,"The Cable Guy",19.525659,"Released","1996-06-10",96,5.7,594
0,528972,7504,"Earth",1.246883,"Released","1998-09-16",101,6.6,9
47000000,103738726,8592,"Dick Tracy",7.859226,"Released","1990-06-15",103,5.9,251
48000000,124305181,913,"The Thomas Crown Affair",18.102572,"Released","1999-08-06",113,6.6,339
48000000,35743308,11091,"Riding in Cars with Boys",7.226115,"Released","2001-10-19",132,6.5,103
15000000,125212904,1368,"First Blood",63.071046,"Released","1982-10-22",93,7.2,1488
0,0,593,"Solaris",24.132271,"Released","1972-03-20",167,7.7,357
47000000,38085778,5393,"Happily N'Ever After",10.410933,"Released","2006-09-14",75,4.6,104
47000000,12379402,9095,"Mary Reilly",6.067212,"Released","1996-02-23",104,5.7,74
38000000,299288605,8874,"My Best Friend's Wedding",15.401855,"Released","1997-06-19",105,6.3,584
0,0,11467,"America's Sweethearts",10.698929,"Released","2001-07-17",102,5.5,252
46000000,113714830,320,"Insomnia",41.322708,"Released","2002-05-24",118,6.8,1148
46000000,1.5e+08,199,"Star Trek: First Contact",25.6713,"Released","1996-11-21",111,7,661
47000000,10539000,20533,"Jonah Hex",22.581313,"Released","2010-06-18",80,4.4,420
46000000,100860818,10684,"Courage Under Fire",12.971122,"Released","1996-07-04",117,6.2,232
45000000,1.81e+08,1624,"Liar Liar",26.721386,"Released","1997-03-21",86,6.4,1424
25000000,15436808,325789,"The Infiltrator",24.672234,"Released","2016-07-13",127,6.6,573
46000000,5200000,113464,"Inchon",0.146783,"Released","1981-05-04",140,6.5,2
46000000,341631208,888,"The Flintstones",28.964162,"Released","1994-05-26",91,5,543
45000000,376141306,82675,"Taken 2",49.353524,"Released","2012-09-27",91,6.1,2757
48000000,220673217,4256,"Scary Movie 3",36.585509,"Released","2003-10-24",84,5.8,912
45000000,2.12e+08,1493,"Miss Congeniality",32.624355,"Released","2000-12-14",111,6.1,961
45000000,101702060,88751,"Journey to the Center of the Earth",53.090422,"Released","2008-07-10",93,5.8,1309
40000000,95149435,11130,"The Princess Diaries 2: Royal Engagement",30.002907,"Released","2004-08-06",113,6,697
45000000,195268056,9944,"The Pelican Brief",17.923254,"Released","1993-12-16",141,6.3,371
45000000,117615211,10731,"The Client",17.746719,"Released","1994-07-20",119,6.4,278
45000000,175372502,7350,"The Bucket List",31.305336,"Released","2007-12-25",97,7,1111
45000000,178051587,9869,"Patriot Games",19.637704,"Released","1992-06-04",117,6.3,433
43000000,154749918,4379,"Monster-in-Law",10.411996,"Released","2005-05-13",101,5.6,406
46000000,122126687,146233,"Prisoners",88.496873,"Released","2013-09-18",153,7.9,3085
45000000,104876233,2034,"Training Day",52.081131,"Released","2001-10-05",122,7.3,1634
45000000,90683916,926,"Galaxy Quest",30.816341,"Released","1999-12-23",102,6.9,710
45000000,141220678,4248,"Scary Movie 2",35.376971,"Released","2001-07-04",83,5.4,982
45000000,165184237,64328,"The Muppets",17.047276,"Released","2011-11-22",103,6.5,501
45000000,131183530,36647,"Blade",43.815492,"Released","1998-08-21",120,6.5,1905
30000000,76669806,7214,"Coach Carter",23.234651,"Released","2005-01-14",136,7.3,496
45000000,94935764,1537,"Changing Lanes",17.270539,"Released","2002-04-07",89,5.9,299
45000000,136885767,9360,"Anaconda",27.684779,"Released","1997-04-11",89,4.7,610
45000000,113916474,6282,"Coyote Ugly",26.79781,"Released","2000-07-30",100,5.8,575
40000000,244931766,508,"Love Actually",37.073127,"Released","2003-09-07",135,7,1869
120000000,363258859,9487,"A Bug's Life",87.350802,"Released","1998-11-25",95,6.8,2303
35000000,74558115,768,"From Hell",26.134678,"Released","2001-10-19",122,6.6,741
45000000,170362582,2636,"The Specialist",16.582709,"Released","1994-10-07",110,5.5,313
45000000,53854588,10478,"Tin Cup",10.731574,"Released","1996-08-16",135,5.9,150
0,0,27983,"Yours, Mine and Ours",2.094151,"Released","1968-04-24",111,6.2,26
45000000,56070433,9981,"Kicking & Screaming",8.99269,"Released","2005-05-13",95,5.6,176
50000000,104478416,7453,"The Hitchhiker's Guide to the Galaxy",51.742065,"Released","2005-01-15",109,6.6,1315
0,0,15045,"Fat Albert",7.157635,"Released","2004-12-12",93,4.3,69
45000000,148412065,7737,"Resident Evil: Extinction",12.06538,"Released","2007-09-20",94,6.1,1292
40000000,123494610,232672,"Blended",44.120328,"Released","2014-05-21",117,6.6,1006
45000000,38399961,17379,"Last Holiday",6.156015,"Released","2006-01-13",112,6.4,119
45000000,0,8987,"The River Wild",12.362876,"Released","1994-09-30",111,6.1,210
45000000,0,11359,"The Indian in the Cupboard",11.095914,"Released","1995-07-14",96,5.9,134
45000000,82966152,82525,"Savages",31.856589,"Released","2012-07-06",131,6.2,766
25000000,56422687,9759,"Cellular",24.459948,"Released","2004-09-06",94,6.1,537
40000000,160583018,9486,"Johnny English",28.029015,"Released","2003-04-06",88,6,852
50000000,55181129,9906,"The Ant Bully",20.239061,"Released","2006-07-27",88,5.5,366
40000000,30925690,841,"Dune",25.876582,"Released","1984-12-14",137,6.5,562
0,0,4688,"Across the Universe",11.872841,"Released","2007-09-14",133,7.1,410
35000000,75225693,4148,"Revolutionary Road",20.360549,"Released","2008-12-19",119,6.7,796
55000000,65664721,2207,"16 Blocks",32.31022,"Released","2006-03-01",105,6.2,661
70000000,72108608,9381,"Babylon A.D.",27.568194,"Released","2008-08-20",101,5.4,676
45000000,0,9625,"The Glimmer Man",6.250282,"Released","1996-10-04",92,4.7,100
45000000,0,9304,"Multiplicity",11.120344,"Released","1996-07-19",117,5.5,154
45000000,57881056,20856,"Aliens in the Attic",13.707183,"Released","2009-07-31",86,5.3,244
35000000,29400000,5955,"The Pledge",12.495436,"Released","2001-01-09",123,6.5,215
45000000,38058335,9899,"The Producers",6.803965,"Released","2005-12-25",134,6.1,151
45000000,17300889,9826,"The Phantom",9.025236,"Released","1996-06-06",100,4.7,136
57000000,0,21355,"All the Pretty Horses",7.524671,"Released","2000-12-11",117,5.8,60
44000000,13681765,10858,"Nixon",3.770161,"Released","1995-12-22",192,7.1,71
45000000,60222298,11439,"The Ghost Writer",21.118196,"Released","2010-02-12",128,6.7,670
45000000,11203026,9457,"Deep Rising",6.513856,"Released","1998-01-30",106,6,154
45000000,9323833,12412,"Miracle at St. Anna",11.387408,"Released","2008-09-15",160,6.3,90
110,0,1494,"Curse of the Golden Flower",9.950505,"Released","2006-12-21",114,6.6,203
45000000,42487390,13184,"Bangkok Dangerous",14.813057,"Released","2008-08-21",99,5,332
40000000,8493890,2185,"Big Trouble",5.201688,"Released","2002-04-05",85,6.3,80
45000000,4607608,6639,"Love in the Time of Cholera",5.361699,"Released","2007-10-04",139,6.4,81
45000000,2154540,38153,"Shadow Conspiracy",3.848893,"Released","1997-01-31",103,4,11
45000000,160078586,58233,"Johnny English Reborn",35.6585,"Released","2011-09-15",101,6,1007
65000000,73706,116977,"Foodfight!",5.258726,"Released","2012-06-15",87,2.3,28
44500000,232324128,68734,"Argo",62.01056,"Released","2012-10-11",120,7.1,3423
44000000,368875760,5503,"The Fugitive",54.884297,"Released","1993-08-06",130,7.2,1220
40000000,1.36e+08,27573,"The Bounty Hunter",33.747825,"Released","2010-03-16",110,5.5,858
44000000,165615285,819,"Sleepers",16.245068,"Released","1996-10-18",147,7.3,715
44000000,300400432,1369,"Rambo: First Blood Part II",38.653969,"Released","1985-05-21",96,6.3,864
44000000,0,9623,"The Juror",3.937352,"Released","1996-02-02",118,5.5,89
2600000,84300000,10895,"Pinocchio",46.007991,"Released","1940-02-23",88,6.9,1355
44000000,3484331,10935,"Heaven's Gate",5.380124,"Released","1980-11-19",219,6.4,55
50000000,111340801,834,"Underworld: Evolution",49.020045,"Released","2006-01-12",106,6.4,1528
40000000,34227298,228066,"Victor Frankenstein",24.821138,"Released","2015-11-10",109,5.6,685
43000000,80049764,711,"Finding Forrester",19.043286,"Released","2000-12-21",136,7,302
43000000,0,10468,"28 Days",5.418921,"Released","2000-04-06",103,6,208
45000000,50871113,10027,"Unleashed",25.999888,"Released","2005-02-02",103,6.6,518
43000000,68696770,11812,"The Sweetest Thing",18.65632,"Released","2002-04-12",84,5.3,280
42000000,270248367,37233,"The Firm",23.736535,"Released","1993-06-30",154,6.6,501
44000000,48190704,37950,"Charlie St. Cloud",21.75433,"Released","2010-05-01",99,6.8,566
40000000,51070807,27582,"The Mechanic",44.094856,"Released","2011-01-13",93,6.3,1045
42000000,201585328,64688,"21 Jump Street",62.714026,"Released","2012-03-12",109,6.7,4074
42000000,363889678,509,"Notting Hill",28.969151,"Released","1999-05-13",124,7,1262
45000000,224834564,7443,"Chicken Run",31.789029,"Released","2000-06-21",84,6.5,1150
42000000,171963386,5966,"Along Came Polly",33.238296,"Released","2004-01-16",90,5.8,773
40000000,70100000,11066,"Boomerang",6.420434,"Released","1992-06-30",117,5.4,134
43000000,158674180,136795,"The Heat",37.654688,"Released","2013-06-27",117,6.5,1575
31115000,7.1e+07,8095,"Cleopatra",13.244365,"Released","1963-06-12",248,6.7,146
0,73100172,87826,"Here Comes the Boom",26.799913,"Released","2012-10-11",105,6,593
42000000,63781810,11560,"High Crimes",14.046705,"Released","2002-04-03",115,6.1,184
42000000,0,25189,"The Mirror Has Two Faces",3.844926,"Released","1996-11-15",126,6.5,47
32000000,55157539,2637,"The Mothman Prophecies",14.733513,"Released","2002-01-25",119,6.1,305
42000000,0,18480,"Brüno",16.122168,"Released","2009-07-08",83,5.4,518
32000000,156167015,709,"Licence to Kill",28.22119,"Released","1989-07-07",133,5.9,541
42000000,89162162,49730,"Red Riding Hood",45.151657,"Released","2011-03-11",100,5.6,922
60000000,56359980,2749,"15 Minutes",15.205371,"Released","2001-03-01",120,5.7,191
48000000,20915465,9607,"Super Mario Bros.",14.587367,"Released","1993-05-28",104,4,232
42000000,24127895,1830,"Lord of War",34.828241,"Released","2005-09-16",122,7,1335
31000000,177394432,79,"Hero",23.607392,"Released","2002-12-19",99,7.2,635
40000000,36893721,54054,"One for the Money",19.438503,"Released","2012-01-26",91,5.3,388
44000000,12342632,228967,"The Interview",74.168016,"Released","2014-12-25",112,6.1,2304
42000000,11087569,46528,"The Warrior's Way",7.349497,"Released","2010-12-02",100,6.3,136
33000000,1.4e+07,27936,"Micmacs",7.663515,"Released","2009-10-28",100,6.8,148
41000000,2.15e+08,65,"8 Mile",32.798571,"Released","2002-11-08",110,6.8,1626
0,0,280391,"Why I Did (Not) Eat My Father",5.794466,"Released","2015-04-08",100,5.3,125
65000000,117487473,9476,"A Knight's Tale",36.670399,"Released","2001-05-11",132,6.6,907
41000000,0,10610,"The Medallion",14.653718,"Released","2003-08-15",88,5.3,281
40000000,672806292,745,"The Sixth Sense",73.085576,"Released","1999-08-06",107,7.7,3147
42000000,46221189,49527,"Man on a Ledge",34.041407,"Released","2012-01-13",102,6.2,925
41000000,7448385,73937,"The Big Year",9.419726,"Released","2011-10-13",100,5.6,248
8000000,90815558,1885,"The Karate Kid",28.456572,"Released","1984-06-22",126,6.9,891
40000000,251171807,168672,"American Hustle",49.664128,"Released","2013-12-12",138,6.8,2807
40000000,317375031,18240,"The Proposal",36.238968,"Released","2009-06-01",108,6.7,1804
70000000,177841558,10398,"Double Jeopardy",19.439386,"Released","1999-09-24",105,6.2,278
40000000,3.32e+08,165,"Back to the Future Part II",43.345252,"Released","1989-11-20",108,7.4,3829
40000000,126546825,240832,"Lucy",115.241998,"Released","2014-07-14",89,6.3,5878
40000000,571006128,216015,"Fifty Shades of Grey",98.755657,"Released","2015-02-11",125,5.2,3254
38000000,197011982,12279,"Spy Kids 3-D: Game Over",21.998734,"Released","2003-07-25",84,4.7,511
40000000,152266007,1645,"A Time to Kill",25.219805,"Released","1996-07-24",149,7,509
40000000,190212113,11007,"Cheaper by the Dozen",26.516624,"Released","2003-12-24",98,6,699
40000000,149295601,193756,"Lone Survivor",37.084384,"Released","2013-12-24",121,7.4,1526
40000000,107458785,11287,"A League of Their Own",21.661028,"Released","1992-07-01",128,6.7,354
40000000,320170008,259693,"The Conjuring 2",68.794673,"Released","2016-05-13",134,7,1949
40000000,224920315,37799,"The Social Network",69.27822,"Released","2010-09-30",120,7.1,3391
40000000,177259441,10184,"He's Just Not That Into You",26.253357,"Released","2009-02-06",129,6.2,959
45000000,178262620,4257,"Scary Movie 4",32.549282,"Released","2006-04-13",83,5.3,750
40000000,161834276,4234,"Scream 3",24.992057,"Released","2000-02-03",116,5.7,736
40000000,244527583,196,"Back to the Future Part III",45.769562,"Released","1990-05-25",118,7.1,2900
40000000,111811453,257091,"Get Hard",36.301202,"Released","2015-03-26",100,5.9,944
40000000,215862692,6114,"Dracula",45.022964,"Released","1992-11-13",128,7.1,1056
40000000,129540499,24803,"Julie & Julia",22.853006,"Released","2009-08-06",123,6.6,560
40000000,95020213,109410,"42",31.884559,"Released","2013-04-12",128,6.8,787
40000000,128798265,1213,"The Talented Mr. Ripley",31.385257,"Released","1999-12-25",139,7,767
40000000,169837010,100042,"Dumb and Dumber To",67.767785,"Released","2014-11-12",110,5.4,1127
40000000,120455994,9036,"Eight Below",24.287306,"Released","2006-02-17",120,6.7,542
35000000,194564672,257211,"The Intern",53.114573,"Released","2015-09-24",121,7.1,1881
40000000,124827316,323675,"Ride Along 2",25.136082,"Released","2016-01-14",102,6.1,555
40000000,75505856,9361,"The Last of the Mohicans",37.776566,"Released","1992-09-25",112,7.1,732
40000000,124731534,1677,"Ray",21.743321,"Released","2004-10-29",152,7.2,467
40000000,158733820,187,"Sin City",66.003433,"Released","2005-04-01",124,7.2,2691
40000000,151161491,7461,"Vantage Point",24.862767,"Released","2008-02-01",90,6.2,716
41000000,91636986,16538,"I Love You, Man",25.391899,"Released","2009-03-20",105,6.5,515
40000000,141069860,9889,"Shallow Hal",29.854773,"Released","2001-11-01",114,5.7,731
40000000,205405498,820,"JFK",26.82041,"Released","1991-12-20",189,7.5,502
40000000,138259062,11565,"Big Momma's House 2",17.61292,"Released","2006-01-26",99,5.4,371
57000000,147845033,6073,"The Mexican",21.021809,"Released","2001-03-01",123,5.8,441
20000000,136267476,16996,"17 Again",52.571674,"Released","2009-03-11",102,6.1,1350
40000000,196781193,193610,"The Other Woman",34.519636,"Released","2014-04-16",109,6.2,1437
40000000,186167139,19912,"The Final Destination",32.478077,"Released","2009-08-26",82,5.4,831
40000000,165478348,296098,"Bridge of Spies",48.445978,"Released","2015-10-15",141,7.2,2583
40000000,91753202,8007,"Behind Enemy Lines",24.012986,"Released","2001-11-17",106,6,457
40000000,90029656,32823,"Get Him to the Greek",17.869443,"Released","2010-06-04",109,5.9,612
50000000,170128460,4380,"Shall We Dance?",14.231899,"Released","2004-10-15",107,5.9,297
40000000,54682547,11551,"Small Soldiers",23.088571,"Released","1998-07-10",110,6.2,511
40000000,87840042,10336,"Spawn",19.833664,"Released","1997-07-31",96,5,336
35000000,75395048,11362,"The Count of Monte Cristo",26.595983,"Released","2002-01-23",131,7.3,453
40000000,85412898,50348,"The Lincoln Lawyer",26.072228,"Released","2011-03-17",119,7,902
30000000,130786397,48138,"Unknown",38.643914,"Released","2011-02-16",113,6.5,1265
40000000,109676311,1124,"The Prestige",74.440708,"Released","2006-10-19",130,8,4391
42000000,107670357,227159,"Horrible Bosses 2",82.185281,"Released","2014-11-26",108,6.1,1536
40000000,74597643,68179,"Escape from Planet Earth",18.14218,"Released","2013-02-14",89,5.7,332
40000000,120175290,1579,"Apocalypto",41.570047,"Released","2006-12-07",139,7.3,1221
