"id","genre","n"
12056,"Adventure",1
12056,"Crime",2
12056,"Mystery",1
12056,"Thriller",1
12062,"Animation",1
12062,"Family",1
12071,"Adventure",4
12071,"Animation",4
12071,"Comedy",3
12071,"Family",4
12071,"Fantasy",3
12073,"Action",1
12073,"Adventure",5
12073,"Animation",4
12073,"Comedy",11
12073,"Crime",3
12073,"Drama",3
12073,"Family",5
12073,"Fantasy",5
12073,"Music",2
12073,"Romance",1
12073,"Science Fiction",3
12073,"Thriller",1
12073,"War",1
12074,"Action",2
12074,"Adventure",4
12074,"Animation",2
12074,"Comedy",5
12074,"Crime",2
12074,"Drama",12
12074,"Family",3
12074,"Fantasy",2
12074,"Horror",2
12074,"Music",2
12074,"Mystery",2
12074,"Romance",2
12074,"Science Fiction",3
12074,"Thriller",6
12074,"Western",1
12075,"Adventure",1
12075,"Animation",1
12075,"Comedy",2
12075,"Drama",1
12075,"Family",1
12075,"Fantasy",1
12075,"Romance",1
12076,"Adventure",1
12076,"Animation",1
12076,"Comedy",1
12076,"Family",1
12076,"Fantasy",1
12077,"Action",1
12077,"Adventure",12
12077,"Animation",19
12077,"Comedy",8
12077,"Drama",3
12077,"Family",19
12077,"Fantasy",3
12077,"Music",1
12077,"Romance",2
12077,"Science Fiction",2
12078,"Adventure",1
12078,"Animation",2
12078,"Comedy",1
12078,"Family",2
12078,"Fantasy",1
12079,"Adventure",2
12079,"Animation",2
12079,"Comedy",2
12079,"Family",2
12079,"Fantasy",2
12080,"Action",1
12080,"Adventure",9
12080,"Animation",12
12080,"Comedy",6
12080,"Family",11
12080,"Fantasy",6
12080,"Science Fiction",1
12094,"Adventure",3
12094,"Animation",3
12094,"Comedy",3
12094,"Drama",1
12094,"Family",3
12094,"Fantasy",2
12094,"Music",1
12095,"Adventure",5
12095,"Animation",9
12095,"Comedy",7
12095,"Drama",1
12095,"Family",9
12095,"Fantasy",4
12097,"Action",1
12097,"Adventure",5
12097,"Animation",8
12097,"Comedy",7
12097,"Family",8
12097,"Fantasy",4
12097,"Science Fiction",1
12098,"Action",1
12098,"Adventure",8
12098,"Animation",10
12098,"Comedy",5
12098,"Family",10
12098,"Fantasy",5
12098,"Science Fiction",1
12099,"Adventure",1
12099,"Animation",1
12099,"Family",1
12106,"Adventure",3
12106,"Animation",3
12106,"Comedy",3
12106,"Family",3
12106,"Fantasy",3
12110,"Action",3
12110,"Adventure",3
12110,"Animation",3
12110,"Comedy",10
12110,"Drama",3
12110,"Family",5
12110,"Fantasy",3
12110,"Horror",1
12110,"Music",2
12110,"Romance",3
12111,"Action",2
12111,"Adventure",3
12111,"Animation",2
12111,"Comedy",7
12111,"Crime",1
12111,"Drama",7
12111,"Family",2
12111,"Fantasy",1
12111,"Music",1
12111,"Romance",4
12111,"Science Fiction",2
12111,"Thriller",3
12121,"Adventure",1
12121,"Drama",1
12121,"Science Fiction",1
12122,"Action",2
12122,"Adventure",2
12122,"Comedy",2
12122,"Crime",3
12122,"Drama",10
12122,"Fantasy",1
12122,"History",1
12122,"Horror",1
12122,"Mystery",2
12122,"Romance",2
12122,"Science Fiction",1
12122,"Thriller",7
12123,"Adventure",1
12123,"Drama",1
12123,"Science Fiction",1
12124,"Adventure",1
12124,"Drama",1
12124,"Science Fiction",1
12125,"Adventure",1
12125,"Drama",1
12125,"Science Fiction",1
12126,"Adventure",1
12126,"Drama",1
12126,"Science Fiction",1
12128,"Drama",1
12128,"History",1
12128,"Thriller",1
12132,"Action",6
12132,"Adventure",6
12132,"Comedy",3
12132,"Crime",4
12132,"Drama",8
12132,"Fantasy",1
12132,"History",2
12132,"Horror",1
12132,"Mystery",2
12132,"Romance",2
12132,"Science Fiction",4
12132,"Thriller",5
12132,"Western",1
12133,"Adventure",1
12133,"Animation",4
12133,"Comedy",6
12133,"Drama",5
12133,"Family",4
12133,"Fantasy",1
12133,"History",1
12133,"Horror",1
12133,"Mystery",1
12133,"Romance",3
12133,"Science Fiction",1
12133,"Thriller",1
12133,"War",1
12134,"Comedy",2
12134,"Crime",1
12134,"Drama",4
12134,"History",1
12134,"Horror",1
12134,"Thriller",3
12136,"Drama",1
12136,"History",1
12136,"Thriller",1
12137,"Drama",1
12137,"History",1
12137,"Thriller",1
12139,"Action",3
12139,"Adventure",1
12139,"Comedy",3
12139,"Crime",2
12139,"Drama",8
12139,"History",2
12139,"Horror",1
12139,"Romance",2
12139,"Thriller",4
12139,"Western",1
12147,"Action",1
12147,"Adventure",2
12147,"Comedy",1
12147,"Crime",1
12147,"Drama",3
12147,"History",1
12147,"Romance",2
12147,"War",1
12149,"Drama",1
12149,"History",1
12150,"Action",3
12150,"Adventure",2
12150,"Comedy",1
12150,"Drama",6
12150,"Family",1
12150,"Fantasy",1
12150,"History",2
12150,"Horror",1
12150,"Romance",2
12150,"Science Fiction",1
12150,"Thriller",1
12150,"War",1
12151,"Action",1
12151,"Drama",3
12151,"History",1
12151,"Romance",2
12151,"War",1
12151,"Western",1
12152,"Drama",1
12152,"History",1
12153,"Adventure",1
12153,"Drama",3
12153,"History",1
12153,"Romance",2
12154,"Drama",1
12154,"History",1
12155,"Drama",1
12155,"History",1
12156,"Drama",1
12156,"History",1
12157,"Drama",1
12157,"History",1
12158,"Drama",1
12158,"History",1
12158,"War",1
12158,"Western",1
12159,"Drama",1
12159,"History",1
12206,"Action",4
12206,"Adventure",2
12206,"Animation",1
12206,"Drama",2
12206,"Family",1
12206,"Fantasy",2
12206,"Music",1
12206,"Romance",2
12206,"Science Fiction",1
12206,"Thriller",3
12207,"Action",2
12207,"Adventure",1
12207,"Drama",3
12207,"Family",1
12207,"Fantasy",1
12207,"Music",1
12207,"Romance",1
12207,"Thriller",2
12208,"Action",1
12208,"Comedy",4
12208,"Crime",2
12208,"Drama",1
12208,"Fantasy",2
12208,"Music",1
12208,"Romance",2
12208,"Science Fiction",1
12209,"Drama",2
12209,"Music",2
12209,"Romance",1
12210,"Action",2
12210,"Drama",3
12210,"Fantasy",1
12210,"Music",1
12210,"Romance",1
12210,"Science Fiction",1
12210,"Thriller",2
12211,"Action",1
12211,"Adventure",1
12211,"Drama",2
12211,"History",1
12211,"Music",1
12211,"Romance",1
12212,"Drama",2
12212,"Music",1
12212,"Romance",1
12214,"Action",1
12214,"Adventure",1
12214,"Comedy",4
12214,"Crime",1
12214,"Drama",6
12214,"Mystery",2
12214,"Romance",2
12214,"Science Fiction",2
12214,"Thriller",4
12217,"Action",3
12217,"Adventure",2
12217,"Comedy",9
12217,"Crime",3
12217,"Drama",5
12217,"Family",1
12217,"Fantasy",2
12217,"Romance",4
12217,"Science Fiction",2
12217,"Thriller",2
12218,"Action",1
12218,"Adventure",1
12218,"Crime",1
12218,"Drama",1
12218,"Science Fiction",1
12218,"Thriller",1
12219,"Action",1
12219,"Adventure",1
12219,"Comedy",4
12219,"Crime",2
12219,"Documentary",1
12219,"Drama",2
12219,"Family",1
12219,"Fantasy",1
12219,"Horror",1
12219,"Mystery",1
12219,"Romance",1
12219,"Science Fiction",2
12219,"Thriller",2
12223,"Adventure",1
12223,"Animation",2
12223,"Comedy",4
12223,"Drama",1
12223,"Family",4
12223,"Fantasy",3
12223,"Romance",1
12224,"Action",1
12224,"Comedy",3
12224,"Drama",1
12224,"Family",1
12226,"Drama",1
12238,"Adventure",1
12238,"Drama",1
12238,"History",1
12238,"War",1
12248,"Action",4
12248,"Adventure",5
12248,"Drama",6
12248,"History",4
12248,"Romance",1
12248,"Science Fiction",3
12248,"Thriller",1
12248,"War",3
12249,"Drama",1
12249,"History",1
12249,"War",1
12250,"Adventure",1
12250,"Drama",2
12250,"History",2
12250,"Thriller",1
12250,"War",2
12251,"Drama",1
12251,"History",1
12251,"War",1
12252,"Drama",1
12252,"History",1
12252,"War",1
12259,"Crime",1
12259,"Drama",1
12259,"Thriller",1
12260,"Action",2
12260,"Comedy",1
12260,"Crime",1
12260,"Drama",4
12260,"History",1
12260,"Horror",1
12260,"Mystery",2
12260,"Romance",1
12260,"Science Fiction",1
12260,"Thriller",3
12260,"War",1
12261,"Action",4
12261,"Adventure",2
12261,"Comedy",1
12261,"Crime",4
12261,"Drama",4
12261,"History",2
12261,"Horror",1
12261,"Mystery",2
12261,"Thriller",6
12261,"War",1
12261,"Western",1
12263,"Crime",1
12263,"Drama",1
12263,"Thriller",1
12270,"Comedy",1
12270,"Crime",1
12270,"Thriller",1
12282,"Drama",1
12283,"Adventure",1
12283,"Family",1
12283,"Romance",1
12286,"Comedy",1
12286,"Drama",1
12296,"Comedy",1
12296,"Western",2
12298,"Action",3
12298,"Comedy",1
12298,"Crime",1
12298,"Drama",2
12298,"Music",1
12298,"Mystery",1
12298,"Thriller",2
12298,"Western",1
12308,"Drama",2
12308,"History",1
12308,"Romance",1
12310,"Crime",1
12310,"Drama",1
12311,"Comedy",1
12311,"Crime",1
12311,"Drama",1
12311,"Mystery",1
12311,"Romance",1
12312,"Action",1
12312,"Adventure",1
12312,"Drama",1
12312,"History",1
12312,"War",1
12351,"Drama",1
12355,"Drama",1
12355,"History",1
12356,"Drama",1
12358,"Action",2
12358,"Fantasy",2
12358,"Science Fiction",1
12358,"Thriller",2
12359,"Action",7
12359,"Adventure",5
12359,"Animation",1
12359,"Comedy",2
12359,"Fantasy",5
12359,"Horror",2
12359,"Science Fiction",4
12359,"Thriller",4
12366,"Action",2
12366,"Fantasy",2
12366,"Science Fiction",1
12366,"Thriller",2
12367,"Action",2
12367,"Adventure",1
12367,"Crime",1
12367,"Drama",1
12367,"Fantasy",1
12367,"Romance",1
12367,"Science Fiction",1
12367,"Thriller",1
12371,"Action",10
12371,"Adventure",3
12371,"Fantasy",6
12371,"Horror",3
12371,"Mystery",1
12371,"Science Fiction",5
12371,"Thriller",6
12372,"Action",2
12372,"Fantasy",2
12372,"Science Fiction",1
12372,"Thriller",2
12373,"Action",1
12373,"Drama",1
12373,"History",1
12373,"War",1
12397,"Action",1
12397,"Crime",1
12397,"Drama",1
12399,"Drama",1
12399,"Romance",1
12401,"Crime",1
12401,"Drama",1
12406,"Comedy",1
12406,"Drama",2
12407,"Comedy",2
12407,"Crime",2
12407,"Drama",3
12407,"Mystery",1
12407,"Thriller",1
12408,"Comedy",1
12408,"Drama",2
12408,"Fantasy",1
12408,"Mystery",1
12408,"Thriller",1
12409,"Comedy",1
12409,"Drama",1
12410,"Action",1
12410,"Adventure",1
12410,"Comedy",1
12410,"Crime",1
12410,"Drama",1
12410,"Thriller",1
12410,"Western",1
12411,"Action",1
12411,"Comedy",1
12411,"Crime",1
12411,"Drama",2
12411,"Thriller",1
12412,"Comedy",1
12412,"Drama",1
12415,"Crime",1
12415,"Drama",1
12424,"Drama",1
12424,"Science Fiction",1
12426,"Western",1
12427,"Comedy",2
12427,"Crime",2
12427,"Drama",2
12427,"Science Fiction",1
12427,"Thriller",1
12428,"Drama",1
12428,"Science Fiction",1
12429,"Drama",1
12430,"Action",1
12430,"Comedy",1
12431,"Drama",1
12431,"History",1
12431,"War",1
12438,"Action",2
12438,"Comedy",14
12438,"Crime",1
12438,"Drama",15
12438,"Fantasy",1
12438,"History",2
12438,"Music",2
12438,"Mystery",2
12438,"Romance",4
12438,"Science Fiction",1
12438,"Thriller",2
12438,"War",2
12439,"Action",1
12439,"Adventure",2
12439,"Comedy",3
12439,"Drama",2
12439,"Family",1
12439,"Fantasy",1
12439,"Mystery",1
12439,"Science Fiction",3
12439,"Thriller",1
12440,"Comedy",1
12440,"Crime",1
12440,"Drama",1
12440,"Science Fiction",1
12440,"Thriller",1
12441,"Drama",1
12441,"Science Fiction",1
12442,"Drama",1
12442,"Science Fiction",1
12443,"Drama",1
12443,"Science Fiction",1
12444,"Drama",1
12444,"Science Fiction",1
12445,"Drama",1
12445,"Romance",1
12446,"Comedy",2
12446,"Drama",2
12446,"Romance",1
12446,"War",1
12447,"Drama",1
12447,"Romance",1
12448,"Drama",1
12448,"Romance",1
12449,"Drama",1
12449,"Romance",1
12450,"Drama",1
12450,"Romance",1
12451,"Drama",1
12451,"Romance",1
12452,"Drama",1
12452,"Romance",1
12466,"Action",1
12466,"Crime",1
12466,"Thriller",1
12482,"Crime",1
12482,"Drama",1
12482,"Horror",1
12482,"Mystery",1
12482,"Science Fiction",1
12482,"Thriller",1
12483,"Comedy",1
12483,"Horror",2
12483,"Mystery",1
12483,"Science Fiction",2
12483,"Thriller",1
12485,"Comedy",1
12485,"Drama",1
12485,"Horror",1
12485,"Mystery",1
12485,"Science Fiction",1
12485,"War",1
12486,"Horror",1
12486,"Mystery",1
12486,"Science Fiction",1
12487,"Drama",1
12487,"Horror",1
12487,"Mystery",2
12487,"Science Fiction",1
12487,"Thriller",1
12488,"Horror",1
12488,"Mystery",1
12488,"Science Fiction",1
12489,"Horror",1
12489,"Mystery",2
12489,"Science Fiction",2
12489,"Thriller",1
12490,"Horror",1
12490,"Mystery",1
12490,"Science Fiction",1
12500,"Drama",1
12500,"Horror",1
12500,"Thriller",1
12513,"Action",2
12513,"Adventure",2
12513,"Drama",2
12513,"Fantasy",1
12513,"History",1
12513,"Romance",2
12513,"Science Fiction",1
12514,"Action",1
12514,"Adventure",1
12514,"Science Fiction",1
12515,"Action",1
12515,"Adventure",2
12515,"Drama",2
12515,"History",2
12515,"Science Fiction",1
12515,"War",1
12516,"Action",2
12516,"Adventure",2
12516,"Animation",1
12516,"Comedy",2
12516,"Crime",1
12516,"Drama",4
12516,"Family",1
12516,"Fantasy",1
12516,"Horror",1
12516,"Mystery",1
12516,"Romance",1
12516,"Science Fiction",1
12516,"Thriller",1
12516,"Western",1
12517,"Action",4
12517,"Adventure",3
12517,"Drama",2
12517,"Fantasy",2
12517,"History",1
12517,"Horror",1
12517,"Science Fiction",2
12517,"Thriller",2
12518,"Action",4
12518,"Adventure",3
12518,"Drama",2
12518,"History",1
12518,"Romance",1
12518,"Science Fiction",2
12518,"Thriller",2
12518,"War",1
12519,"Action",1
12519,"Adventure",2
12519,"Comedy",5
12519,"Crime",1
12519,"Drama",9
12519,"Family",1
12519,"Fantasy",3
12519,"History",1
12519,"Horror",3
12519,"Music",2
12519,"Mystery",2
12519,"Romance",1
12519,"Science Fiction",2
12519,"Thriller",6
12520,"Action",1
12520,"Adventure",1
12520,"Science Fiction",1
12521,"Action",2
12521,"Adventure",1
12521,"Comedy",1
12521,"Family",1
12521,"Romance",1
12521,"Science Fiction",1
12521,"Thriller",1
12522,"Action",1
12522,"Adventure",1
12522,"Drama",1
12522,"Romance",1
12522,"Science Fiction",1
12524,"Drama",1
12524,"Mystery",1
12524,"Science Fiction",1
12524,"Thriller",1
12536,"Action",3
12536,"Adventure",2
12536,"Comedy",1
12536,"Crime",2
12536,"Drama",8
12536,"Family",1
12536,"Fantasy",1
12536,"Horror",1
12536,"Mystery",3
12536,"Romance",5
12536,"Science Fiction",1
12536,"Thriller",5
12536,"War",1
12536,"Western",1
12538,"Action",1
12538,"Adventure",2
12538,"Comedy",2
12538,"Crime",2
12538,"Drama",4
12538,"Family",1
12538,"Horror",2
12538,"Mystery",2
12538,"Romance",2
12538,"Thriller",4
12539,"Comedy",1
12539,"Crime",1
12539,"Drama",2
12539,"Horror",1
12539,"Mystery",1
12539,"Romance",1
12539,"Thriller",1
12543,"Action",2
12543,"Comedy",3
12543,"Drama",3
12543,"Horror",2
12543,"Romance",2
12543,"Thriller",1
12545,"Comedy",1
12545,"Drama",1
12545,"Romance",1
12547,"Fantasy",1
12547,"Horror",1
12547,"Mystery",1
12547,"Thriller",1
12548,"Drama",1
12548,"Mystery",1
12548,"Thriller",1
12549,"Action",1
12549,"Comedy",1
12549,"Crime",1
12549,"Drama",1
12549,"Horror",1
12549,"Mystery",2
12549,"Thriller",1
12549,"Western",1
12552,"Action",1
12552,"Crime",1
12640,"Comedy",7
12640,"Drama",7
12640,"Mystery",2
12640,"Romance",3
12640,"Science Fiction",2
12640,"Thriller",2
12642,"Action",2
12642,"Adventure",2
12642,"Comedy",1
12642,"Drama",4
12642,"Family",1
12642,"Fantasy",1
12642,"Horror",1
12642,"Mystery",2
12642,"Romance",1
12642,"Science Fiction",2
12642,"Thriller",5
12643,"Comedy",1
12643,"Horror",1
12643,"Mystery",1
12643,"Science Fiction",2
12643,"Thriller",2
12644,"Action",1
12644,"Comedy",1
12644,"Drama",1
12644,"Mystery",2
12644,"Romance",1
12644,"Science Fiction",2
12644,"Thriller",3
12645,"Action",1
12645,"Comedy",2
12645,"Crime",3
12645,"Drama",6
12645,"Fantasy",2
12645,"Horror",1
12645,"Mystery",1
12645,"Romance",2
12645,"Science Fiction",3
12645,"Thriller",3
12646,"Action",5
12646,"Adventure",2
12646,"Crime",1
12646,"Drama",3
12646,"History",2
12646,"Mystery",1
12646,"Science Fiction",1
12646,"Thriller",2
12646,"Western",4
12647,"Action",1
12647,"Comedy",1
12647,"Crime",2
12647,"Drama",4
12647,"History",1
12647,"Mystery",5
12647,"Science Fiction",3
12647,"Thriller",7
12656,"Action",1
12656,"Comedy",2
12656,"Crime",1
12656,"Drama",1
12656,"Horror",1
12656,"Thriller",2
12657,"Adventure",1
12657,"Crime",1
12657,"Drama",1
12657,"Family",1
12657,"Fantasy",1
12657,"Mystery",1
12657,"Thriller",1
12658,"Adventure",1
12658,"Drama",1
12658,"Family",1
12658,"Fantasy",1
12659,"Comedy",2
12660,"Action",2
12660,"Adventure",2
12660,"Comedy",1
12660,"Fantasy",1
12660,"Science Fiction",1
12660,"Thriller",1
12662,"Action",2
12662,"Adventure",1
12662,"Drama",1
12662,"Horror",2
12662,"Music",1
12662,"Science Fiction",2
12662,"Thriller",1
12670,"Adventure",1
12670,"Animation",1
12670,"Drama",2
12670,"Fantasy",2
12670,"Romance",1
12670,"Science Fiction",2
12670,"Thriller",1
12671,"Drama",1
12671,"Fantasy",1
12671,"Romance",1
12671,"Science Fiction",1
12672,"Drama",1
12672,"Fantasy",1
12672,"Romance",1
12672,"Science Fiction",1
12674,"Drama",1
12674,"Fantasy",1
12674,"Romance",1
12674,"Science Fiction",1
12675,"Drama",1
12675,"Fantasy",1
12675,"Romance",1
12675,"Science Fiction",1
12676,"Drama",1
12676,"Fantasy",1
12676,"Romance",1
12676,"Science Fiction",1
12677,"Drama",1
12677,"Science Fiction",1
12678,"Drama",1
12678,"Science Fiction",1
12688,"Action",1
12688,"Adventure",1
12688,"Comedy",2
12688,"Family",1
12688,"Fantasy",1
12688,"Romance",1
12688,"Science Fiction",2
12688,"Thriller",1
12689,"Adventure",1
12689,"Comedy",1
12689,"Drama",1
12689,"Family",1
12689,"Fantasy",2
12689,"Romance",1
12689,"Science Fiction",1
12689,"War",1
12690,"Adventure",1
12690,"Fantasy",2
12690,"Horror",1
12690,"Science Fiction",2
12690,"Thriller",1
12691,"Drama",2
12691,"Fantasy",1
12691,"Horror",1
12691,"Mystery",1
12691,"Romance",2
12691,"Thriller",1
12692,"Action",1
12692,"Comedy",1
12692,"Fantasy",1
12692,"Science Fiction",1
12693,"Adventure",1
12693,"Drama",1
12693,"Family",1
12693,"Fantasy",2
12694,"Fantasy",1
12698,"Comedy",1
12698,"Family",1
12699,"Comedy",1
12699,"Family",1
12701,"Comedy",1
12708,"Action",1
12708,"Adventure",1
12708,"Comedy",4
12708,"Drama",1
12708,"Family",3
12708,"Fantasy",2
12708,"Romance",1
12708,"Science Fiction",1
12709,"Comedy",1
12709,"Family",1
12710,"Comedy",1
12710,"Family",1
12711,"Comedy",1
12711,"Family",1
12712,"Comedy",1
12712,"Family",1
12713,"Comedy",1
12713,"Family",1
12714,"Action",3
12714,"Adventure",1
12714,"Comedy",1
12714,"Drama",2
12714,"Family",1
12714,"Horror",4
12714,"Music",1
12714,"Science Fiction",3
12714,"Thriller",2
12715,"Comedy",1
12715,"Family",1
12716,"Comedy",1
12716,"Family",1
12716,"Horror",1
12716,"Mystery",1
12716,"Science Fiction",1
12726,"Action",2
12726,"Adventure",1
12726,"Crime",1
12726,"Drama",1
12726,"Fantasy",1
12726,"History",1
12726,"Horror",1
12726,"Science Fiction",2
12726,"Thriller",1
12727,"Drama",1
12727,"Family",1
12727,"Music",1
12727,"Romance",1
12748,"Action",1
12748,"Drama",1
12748,"Thriller",1
12748,"War",1
12763,"Action",3
12763,"Adventure",2
12763,"Animation",1
12763,"Comedy",1
12763,"Drama",5
12763,"Family",1
12763,"History",4
12763,"Romance",2
12763,"Thriller",1
12763,"War",2
12764,"War",1
12765,"War",1
12766,"Action",2
12766,"Crime",1
12766,"Drama",1
12766,"Thriller",2
12766,"War",1
12767,"Horror",1
12767,"Thriller",1
12767,"War",1
12768,"Drama",1
12768,"History",1
12768,"War",2
12772,"Comedy",1
12773,"Drama",1
12773,"Thriller",1
12776,"War",1
12776,"Western",1
12782,"Comedy",1
12782,"Drama",1
12790,"Action",1
12790,"History",1
12790,"War",1
12791,"Action",1
12791,"Animation",1
12791,"Comedy",2
12791,"Crime",1
12791,"Drama",5
12791,"Family",2
12791,"Fantasy",2
12791,"History",1
12791,"Horror",1
12791,"Music",1
12791,"Mystery",1
12791,"Romance",2
12791,"Thriller",2
12791,"War",1
12792,"Action",6
12792,"Comedy",3
12792,"Crime",4
12792,"Drama",2
12792,"History",1
12792,"Horror",1
12792,"Mystery",1
12792,"Romance",1
12792,"Thriller",4
12792,"War",1
12793,"Action",5
12793,"Adventure",3
12793,"History",1
12793,"Horror",2
12793,"Science Fiction",3
12793,"Thriller",2
12793,"War",1
12795,"Action",3
12795,"Adventure",2
12795,"Comedy",2
12795,"Crime",1
12795,"Fantasy",1
12795,"History",1
12795,"Horror",1
12795,"Mystery",1
12795,"Romance",2
12795,"Science Fiction",1
12795,"Thriller",2
12795,"War",1
12795,"Western",1
12796,"Action",4
12796,"Adventure",1
12796,"Crime",3
12796,"Drama",2
12796,"History",1
12796,"Thriller",3
12796,"War",1
12797,"Action",12
12797,"Adventure",8
12797,"Comedy",2
12797,"Crime",2
12797,"Drama",4
12797,"History",4
12797,"Horror",1
12797,"Mystery",3
12797,"Romance",1
12797,"Science Fiction",7
12797,"Thriller",5
12797,"War",3
12797,"Western",1
12798,"Action",3
12798,"Comedy",1
12798,"Crime",1
12798,"Drama",3
12798,"History",1
12798,"Romance",1
12798,"Science Fiction",1
12798,"Thriller",1
12798,"War",1
12799,"Action",10
12799,"Adventure",3
12799,"Animation",2
12799,"Comedy",16
12799,"Crime",6
12799,"Drama",4
12799,"Family",3
12799,"Fantasy",1
12799,"History",1
12799,"Mystery",1
12799,"Romance",4
12799,"Science Fiction",1
12799,"Thriller",8
12799,"War",1
12800,"Action",1
12800,"History",1
12800,"War",1
12801,"Action",4
12801,"Adventure",1
12801,"Comedy",1
12801,"Crime",1
12801,"Drama",2
12801,"History",1
12801,"Horror",2
12801,"Romance",1
12801,"Science Fiction",1
12801,"War",1
12802,"Action",2
12802,"Adventure",1
12802,"Fantasy",1
12802,"History",1
12802,"War",1
12803,"Action",1
12803,"History",1
12803,"War",1
12811,"Action",1
12811,"Adventure",1
12811,"Fantasy",1
12812,"Action",1
12812,"Adventure",1
12812,"Fantasy",1
12815,"Action",1
12815,"Adventure",1
12815,"Fantasy",1
12816,"Action",1
12816,"Adventure",1
12816,"Fantasy",1
12817,"Action",1
12817,"Adventure",1
12817,"Fantasy",1
12818,"Action",1
12818,"Adventure",1
12818,"Fantasy",1
12819,"Action",1
12819,"Adventure",1
12819,"Fantasy",1
12820,"Action",1
12820,"Adventure",1
12820,"Fantasy",1
12826,"Action",1
12826,"Adventure",3
12826,"Animation",1
12826,"Comedy",4
12826,"Crime",2
12826,"Drama",2
12826,"Family",2
12826,"Fantasy",1
12826,"Horror",2
12826,"Mystery",1
12826,"Science Fiction",1
12826,"Thriller",3
12827,"Comedy",1
12827,"Drama",1
12827,"Music",1
12827,"Romance",1
12828,"Action",2
12828,"Adventure",2
12828,"Fantasy",1
12828,"Science Fiction",2
12828,"Thriller",1
12829,"Action",3
12829,"Adventure",3
12829,"Fantasy",1
12829,"Science Fiction",2
12829,"Thriller",1
12830,"Action",1
12830,"Adventure",1
12830,"Comedy",1
12830,"Family",1
12830,"Fantasy",1
12830,"Science Fiction",1
12831,"Adventure",1
12831,"Comedy",1
12831,"Family",1
12831,"Fantasy",1
12831,"Romance",1
12833,"Action",5
12833,"Adventure",1
12833,"Comedy",8
12833,"Crime",4
12833,"Drama",4
12833,"History",1
12833,"Horror",1
12833,"Mystery",2
12833,"Romance",7
12833,"Science Fiction",1
12833,"Thriller",6
12833,"War",1
12834,"Action",5
12834,"Adventure",3
12834,"Comedy",1
12834,"Crime",7
12834,"Drama",13
12834,"Fantasy",1
12834,"History",3
12834,"Mystery",2
12834,"Science Fiction",1
12834,"Thriller",5
12834,"War",4
12834,"Western",3
12835,"Action",15
12835,"Adventure",6
12835,"Animation",1
12835,"Comedy",2
12835,"Crime",6
12835,"Drama",6
12835,"Family",2
12835,"Fantasy",3
12835,"History",1
12835,"Science Fiction",7
12835,"Thriller",11
12835,"War",1
12836,"Action",1
12836,"Adventure",1
12836,"Comedy",5
12836,"Crime",1
12836,"Drama",4
12836,"Family",1
12836,"Fantasy",2
12836,"History",1
12836,"Horror",1
12836,"Romance",2
12836,"War",1
12838,"Comedy",1
12838,"Crime",1
12838,"Drama",3
12838,"History",1
12838,"Romance",1
12838,"Thriller",1
12838,"War",1
12850,"Action",2
12850,"Adventure",1
12850,"Animation",1
12850,"Comedy",5
12850,"Crime",1
12850,"Drama",1
12850,"Family",2
12850,"Romance",3
12850,"Science Fiction",2
12850,"Thriller",1
12851,"Comedy",1
12851,"Drama",2
12851,"Science Fiction",2
12851,"Thriller",1
12852,"Comedy",2
12852,"Crime",2
12852,"Drama",4
12852,"History",1
12852,"Mystery",1
12852,"Science Fiction",2
12852,"Thriller",4
12852,"Western",1
12853,"Action",1
12853,"Adventure",1
12853,"Romance",1
12853,"Science Fiction",1
12853,"Thriller",1
12853,"Western",1
12854,"Science Fiction",1
12854,"Thriller",1
12855,"Science Fiction",1
12855,"Thriller",1
12856,"Science Fiction",1
12856,"Thriller",1
12857,"Science Fiction",1
12857,"Thriller",1
12887,"Action",1
12887,"Adventure",1
12887,"Science Fiction",1
12888,"Action",2
12888,"Adventure",3
12888,"Comedy",4
12888,"Drama",1
12888,"Family",1
12888,"Fantasy",1
12888,"Horror",1
12888,"Science Fiction",2
12889,"Action",3
12889,"Adventure",3
12889,"Comedy",4
12889,"Crime",1
12889,"Drama",6
12889,"Family",1
12889,"History",1
12889,"Horror",1
12889,"Mystery",1
12889,"Romance",1
12889,"Science Fiction",1
12889,"Thriller",2
12889,"Western",1
12890,"Action",1
12890,"Adventure",2
12890,"Animation",5
12890,"Comedy",3
12890,"Drama",1
12890,"Family",5
12898,"Action",2
12898,"Adventure",2
12898,"Animation",4
12898,"Comedy",13
12898,"Drama",2
12898,"Family",10
12898,"Fantasy",3
12898,"Science Fiction",1
12898,"Thriller",1
12899,"Adventure",1
12899,"Animation",3
12899,"Comedy",2
12899,"Family",3
12899,"Science Fiction",1
12900,"Action",3
12900,"Adventure",3
12900,"Animation",8
12900,"Comedy",21
12900,"Crime",2
12900,"Documentary",1
12900,"Drama",11
12900,"Family",13
12900,"Fantasy",3
12900,"Horror",1
12900,"Music",2
12900,"Mystery",2
12900,"Romance",5
12900,"Science Fiction",3
12900,"Thriller",4
12901,"Animation",2
12901,"Comedy",3
12901,"Family",3
12901,"Romance",1
12903,"Animation",2
12903,"Comedy",1
12903,"Drama",1
12903,"Family",2
12903,"Fantasy",1
12903,"Romance",1
12905,"Animation",1
12905,"Comedy",1
12905,"Family",1
12923,"Comedy",1
12923,"Drama",1
12928,"Comedy",1
12929,"Comedy",4
12929,"Drama",1
12929,"Family",2
12929,"Fantasy",1
12929,"Music",1
12930,"Action",1
12930,"Comedy",2
12930,"Drama",3
