"budget","revenue","movie_id","title","popularity","status","release_date","runtime","vote_average","vote_count","genre_id","genre"
75000000,260696994,9928,"Robots",29.558157,"Released","2005-03-10",91,6,1333,16,"Animation"
75000000,260696994,9928,"Robots",29.558157,"Released","2005-03-10",91,6,1333,35,"Comedy"
75000000,260696994,9928,"Robots",29.558157,"Released","2005-03-10",91,6,1333,10751,"Family"
75000000,260696994,9928,"Robots",29.558157,"Released","2005-03-10",91,6,1333,878,"Science Fiction"
80000000,245676146,754,"Face/Off",46.075037,"Released","1997-06-27",138,6.8,1583,28,"Action"
80000000,245676146,754,"Face/Off",46.075037,"Released","1997-06-27",138,6.8,1583,80,"Crime"
80000000,245676146,754,"Face/Off",46.075037,"Released","1997-06-27",138,6.8,1583,878,"Science Fiction"
80000000,245676146,754,"Face/Off",46.075037,"Released","1997-06-27",138,6.8,1583,53,"Thriller"
80000000,212874442,10202,"Bedtime Stories",23.531721,"Released","2008-12-24",99,5.9,901,14,"Fantasy"
80000000,212874442,10202,"Bedtime Stories",23.531721,"Released","2008-12-24",99,5.9,901,35,"Comedy"
80000000,212874442,10202,"Bedtime Stories",23.531721,"Released","2008-12-24",99,5.9,901,10751,"Family"
80000000,212874442,10202,"Bedtime Stories",23.531721,"Released","2008-12-24",99,5.9,901,10749,"Romance"
80000000,181001478,4147,"Road to Perdition",49.078546,"Released","2002-07-12",117,7.3,1077,53,"Thriller"
80000000,181001478,4147,"Road to Perdition",49.078546,"Released","2002-07-12",117,7.3,1077,80,"Crime"
80000000,181001478,4147,"Road to Perdition",49.078546,"Released","2002-07-12",117,7.3,1077,18,"Drama"
80000000,214918407,50546,"Just Go with It",37.02665,"Released","2011-02-10",117,6.3,1543,10749,"Romance"
80000000,214918407,50546,"Just Go with It",37.02665,"Released","2011-02-10",117,6.3,1543,35,"Comedy"
75000000,224012234,1701,"Con Air",45.154631,"Released","1997-06-01",115,6.5,1270,28,"Action"
75000000,224012234,1701,"Con Air",45.154631,"Released","1997-06-01",115,6.5,1270,53,"Thriller"
75000000,224012234,1701,"Con Air",45.154631,"Released","1997-06-01",115,6.5,1270,80,"Crime"
80000000,178066569,13027,"Eagle Eye",46.887983,"Released","2008-09-25",118,6.3,1018,9648,"Mystery"
80000000,178066569,13027,"Eagle Eye",46.887983,"Released","2008-09-25",118,6.3,1018,53,"Thriller"
80000000,178066569,13027,"Eagle Eye",46.887983,"Released","2008-09-25",118,6.3,1018,28,"Action"
79000000,173013509,2289,"Cold Mountain",24.598479,"Released","2003-12-24",154,6.7,533,18,"Drama"
80000000,157107755,20504,"The Book of Eli",32.363538,"Released","2010-01-14",118,6.6,2164,28,"Action"
80000000,157107755,20504,"The Book of Eli",32.363538,"Released","2010-01-14",118,6.6,2164,53,"Thriller"
80000000,157107755,20504,"The Book of Eli",32.363538,"Released","2010-01-14",118,6.6,2164,878,"Science Fiction"
80000000,177977226,9574,"Flubber",11.50396,"Released","1997-11-26",93,5.3,695,35,"Comedy"
80000000,177977226,9574,"Flubber",11.50396,"Released","1997-11-26",93,5.3,695,10751,"Family"
80000000,177977226,9574,"Flubber",11.50396,"Released","1997-11-26",93,5.3,695,878,"Science Fiction"
80000000,91188905,11618,"The Haunting",19.375768,"Released","1999-07-23",113,5.2,369,27,"Horror"
80000000,91188905,11618,"The Haunting",19.375768,"Released","1999-07-23",113,5.2,369,53,"Thriller"
80000000,91188905,11618,"The Haunting",19.375768,"Released","1999-07-23",113,5.2,369,14,"Fantasy"
80000000,91188905,11618,"The Haunting",19.375768,"Released","1999-07-23",113,5.2,369,9648,"Mystery"
80000000,250200000,2300,"Space Jam",36.125715,"Released","1996-11-15",88,6.5,1288,16,"Animation"
80000000,250200000,2300,"Space Jam",36.125715,"Released","1996-11-15",88,6.5,1288,35,"Comedy"
80000000,250200000,2300,"Space Jam",36.125715,"Released","1996-11-15",88,6.5,1288,18,"Drama"
80000000,250200000,2300,"Space Jam",36.125715,"Released","1996-11-15",88,6.5,1288,10751,"Family"
80000000,250200000,2300,"Space Jam",36.125715,"Released","1996-11-15",88,6.5,1288,14,"Fantasy"
0,0,12096,"The Pink Panther",25.450534,"Released","2006-01-18",93,5.6,550,28,"Action"
0,0,12096,"The Pink Panther",25.450534,"Released","2006-01-18",93,5.6,550,35,"Comedy"
0,0,12096,"The Pink Panther",25.450534,"Released","2006-01-18",93,5.6,550,80,"Crime"
0,0,12096,"The Pink Panther",25.450534,"Released","2006-01-18",93,5.6,550,9648,"Mystery"
0,0,12096,"The Pink Panther",25.450534,"Released","2006-01-18",93,5.6,550,10751,"Family"
80000000,233093859,10200,"The Day the Earth Stood Still",41.890722,"Released","2008-12-10",104,5.2,1043,18,"Drama"
80000000,233093859,10200,"The Day the Earth Stood Still",41.890722,"Released","2008-12-10",104,5.2,1043,878,"Science Fiction"
80000000,233093859,10200,"The Day the Earth Stood Still",41.890722,"Released","2008-12-10",104,5.2,1043,53,"Thriller"
75000000,136982834,8834,"Conspiracy Theory",22.179658,"Released","1997-08-07",135,6.5,431,28,"Action"
75000000,136982834,8834,"Conspiracy Theory",22.179658,"Released","1997-08-07",135,6.5,431,18,"Drama"
75000000,136982834,8834,"Conspiracy Theory",22.179658,"Released","1997-08-07",135,6.5,431,9648,"Mystery"
75000000,136982834,8834,"Conspiracy Theory",22.179658,"Released","1997-08-07",135,6.5,431,53,"Thriller"
68000000,211817906,228150,"Fury",139.575085,"Released","2014-10-15",135,7.4,3946,10752,"War"
68000000,211817906,228150,"Fury",139.575085,"Released","2014-10-15",135,7.4,3946,18,"Drama"
68000000,211817906,228150,"Fury",139.575085,"Released","2014-10-15",135,7.4,3946,28,"Action"
70000000,1.64e+08,6068,"Six Days Seven Nights",18.264635,"Released","1998-06-12",98,5.6,332,28,"Action"
70000000,1.64e+08,6068,"Six Days Seven Nights",18.264635,"Released","1998-06-12",98,5.6,332,12,"Adventure"
70000000,1.64e+08,6068,"Six Days Seven Nights",18.264635,"Released","1998-06-12",98,5.6,332,35,"Comedy"
70000000,1.64e+08,6068,"Six Days Seven Nights",18.264635,"Released","1998-06-12",98,5.6,332,10749,"Romance"
80000000,201584141,41515,"Yogi Bear",11.187696,"Released","2010-12-11",80,5.2,220,35,"Comedy"
80000000,201584141,41515,"Yogi Bear",11.187696,"Released","2010-12-11",80,5.2,220,10751,"Family"
80000000,201584141,41515,"Yogi Bear",11.187696,"Released","2010-12-11",80,5.2,220,16,"Animation"
80000000,201584141,41515,"Yogi Bear",11.187696,"Released","2010-12-11",80,5.2,220,12,"Adventure"
80000000,122563539,9023,"Spirit: Stallion of the Cimarron",41.670544,"Released","2002-05-24",83,7.4,831,37,"Western"
80000000,122563539,9023,"Spirit: Stallion of the Cimarron",41.670544,"Released","2002-05-24",83,7.4,831,16,"Animation"
80000000,122563539,9023,"Spirit: Stallion of the Cimarron",41.670544,"Released","2002-05-24",83,7.4,831,12,"Adventure"
80000000,122563539,9023,"Spirit: Stallion of the Cimarron",41.670544,"Released","2002-05-24",83,7.4,831,35,"Comedy"
80000000,122563539,9023,"Spirit: Stallion of the Cimarron",41.670544,"Released","2002-05-24",83,7.4,831,10751,"Family"
80000000,169852759,38317,"Zookeeper",27.46264,"Released","2011-07-06",102,5.3,498,35,"Comedy"
80000000,169852759,38317,"Zookeeper",27.46264,"Released","2011-07-06",102,5.3,498,10749,"Romance"
80000000,169852759,38317,"Zookeeper",27.46264,"Released","2011-07-06",102,5.3,498,10751,"Family"
80000000,136159423,2157,"Lost in Space",17.455024,"Released","1998-04-03",130,5,388,12,"Adventure"
80000000,136159423,2157,"Lost in Space",17.455024,"Released","1998-04-03",130,5,388,10751,"Family"
80000000,136159423,2157,"Lost in Space",17.455024,"Released","1998-04-03",130,5,388,878,"Science Fiction"
80000000,96105964,14462,"The Manchurian Candidate",21.394281,"Released","2004-07-30",129,6.2,393,18,"Drama"
80000000,96105964,14462,"The Manchurian Candidate",21.394281,"Released","2004-07-30",129,6.2,393,53,"Thriller"
80000000,96105964,14462,"The Manchurian Candidate",21.394281,"Released","2004-07-30",129,6.2,393,9648,"Mystery"
0,0,161795,"Déjà Vu",0.605645,"Released","1998-04-22",117,8,1,10749,"Romance"
0,0,161795,"Déjà Vu",0.605645,"Released","1998-04-22",117,8,1,18,"Drama"
80000000,473226958,159824,"Hotel Transylvania 2",61.692197,"Released","2015-09-21",89,6.7,1497,16,"Animation"
80000000,473226958,159824,"Hotel Transylvania 2",61.692197,"Released","2015-09-21",89,6.7,1497,35,"Comedy"
80000000,473226958,159824,"Hotel Transylvania 2",61.692197,"Released","2015-09-21",89,6.7,1497,10751,"Family"
80000000,90874570,49948,"Fantasia 2000",14.530946,"Released","1999-12-17",74,7,292,16,"Animation"
80000000,90874570,49948,"Fantasia 2000",14.530946,"Released","1999-12-17",74,7,292,10751,"Family"
80000000,90874570,49948,"Fantasia 2000",14.530946,"Released","1999-12-17",74,7,292,10402,"Music"
80000000,123729176,2135,"The Time Machine",25.978555,"Released","2002-03-04",96,5.8,631,878,"Science Fiction"
80000000,123729176,2135,"The Time Machine",25.978555,"Released","2002-03-04",96,5.8,631,12,"Adventure"
80000000,123729176,2135,"The Time Machine",25.978555,"Released","2002-03-04",96,5.8,631,28,"Action"
90000000,0,9822,"Mighty Joe Young",6.643778,"Released","1998-12-25",114,5.9,208,28,"Action"
90000000,0,9822,"Mighty Joe Young",6.643778,"Released","1998-12-25",114,5.9,208,12,"Adventure"
90000000,0,9822,"Mighty Joe Young",6.643778,"Released","1998-12-25",114,5.9,208,10751,"Family"
90000000,0,9822,"Mighty Joe Young",6.643778,"Released","1998-12-25",114,5.9,208,14,"Fantasy"
102000000,147080413,9705,"Swordfish",36.788745,"Released","2001-06-07",99,6.1,932,28,"Action"
102000000,147080413,9705,"Swordfish",36.788745,"Released","2001-06-07",99,6.1,932,80,"Crime"
102000000,147080413,9705,"Swordfish",36.788745,"Released","2001-06-07",99,6.1,932,53,"Thriller"
75000000,142400065,1656,"The Legend of Zorro",31.054334,"Released","2005-10-24",129,5.9,893,28,"Action"
75000000,142400065,1656,"The Legend of Zorro",31.054334,"Released","2005-10-24",129,5.9,893,12,"Adventure"
85000000,71485043,12159,"What Dreams May Come",21.891078,"Released","1998-10-02",113,6.8,577,18,"Drama"
85000000,71485043,12159,"What Dreams May Come",21.891078,"Released","1998-10-02",113,6.8,577,14,"Fantasy"
85000000,71485043,12159,"What Dreams May Come",21.891078,"Released","1998-10-02",113,6.8,577,10749,"Romance"
85000000,0,9678,"Little Nicky",18.335992,"Released","2000-11-10",90,5.2,438,35,"Comedy"
85000000,0,9678,"Little Nicky",18.335992,"Released","2000-11-10",90,5.2,438,14,"Fantasy"
85000000,0,9678,"Little Nicky",18.335992,"Released","2000-11-10",90,5.2,438,10749,"Romance"
88000000,105316267,4442,"The Brothers Grimm",40.138009,"Released","2005-08-26",118,5.6,818,12,"Adventure"
88000000,105316267,4442,"The Brothers Grimm",40.138009,"Released","2005-08-26",118,5.6,818,14,"Fantasy"
88000000,105316267,4442,"The Brothers Grimm",40.138009,"Released","2005-08-26",118,5.6,818,28,"Action"
88000000,105316267,4442,"The Brothers Grimm",40.138009,"Released","2005-08-26",118,5.6,818,35,"Comedy"
88000000,105316267,4442,"The Brothers Grimm",40.138009,"Released","2005-08-26",118,5.6,818,53,"Thriller"
70000000,101371017,75,"Mars Attacks!",44.090535,"Released","1996-12-12",106,6.1,1509,35,"Comedy"
70000000,101371017,75,"Mars Attacks!",44.090535,"Released","1996-12-12",106,6.1,1509,14,"Fantasy"
70000000,101371017,75,"Mars Attacks!",44.090535,"Released","1996-12-12",106,6.1,1509,878,"Science Fiction"
0,0,330770,"Evolution",3.300061,"Released","2015-09-14",81,6.4,47,9648,"Mystery"
0,0,330770,"Evolution",3.300061,"Released","2015-09-14",81,6.4,47,18,"Drama"
0,0,330770,"Evolution",3.300061,"Released","2015-09-14",81,6.4,47,27,"Horror"
0,43312294,9433,"The Edge",20.632673,"Released","1997-09-06",117,6.7,349,28,"Action"
0,43312294,9433,"The Edge",20.632673,"Released","1997-09-06",117,6.7,349,12,"Adventure"
0,43312294,9433,"The Edge",20.632673,"Released","1997-09-06",117,6.7,349,18,"Drama"
80000000,122444772,19959,"Surrogates",36.664991,"Released","2009-09-24",89,5.9,1195,28,"Action"
80000000,122444772,19959,"Surrogates",36.664991,"Released","2009-09-24",89,5.9,1195,878,"Science Fiction"
80000000,122444772,19959,"Surrogates",36.664991,"Released","2009-09-24",89,5.9,1195,53,"Thriller"
80000000,34566746,11973,"Thirteen Days",18.26121,"Released","2000-12-24",145,6.9,189,18,"Drama"
80000000,34566746,11973,"Thirteen Days",18.26121,"Released","2000-12-24",145,6.9,189,53,"Thriller"
80000000,159212469,11228,"Daylight",16.681269,"Released","1996-12-06",115,5.8,378,28,"Action"
80000000,159212469,11228,"Daylight",16.681269,"Released","1996-12-06",115,5.8,378,12,"Adventure"
80000000,159212469,11228,"Daylight",16.681269,"Released","1996-12-06",115,5.8,378,53,"Thriller"
80000000,126546518,77951,"Walking With Dinosaurs",10.088006,"Released","2013-12-18",87,5.2,133,16,"Animation"
80000000,126546518,77951,"Walking With Dinosaurs",10.088006,"Released","2013-12-18",87,5.2,133,10751,"Family"
80000000,126546518,77951,"Walking With Dinosaurs",10.088006,"Released","2013-12-18",87,5.2,133,12,"Adventure"
44000000,21400000,5491,"Battlefield Earth",7.89147,"Released","2000-05-10",118,3,255,28,"Action"
44000000,21400000,5491,"Battlefield Earth",7.89147,"Released","2000-05-10",118,3,255,878,"Science Fiction"
44000000,21400000,5491,"Battlefield Earth",7.89147,"Released","2000-05-10",118,3,255,10752,"War"
80000000,68514844,10715,"Looney Tunes: Back in Action",16.715631,"Released","2003-11-14",90,5.6,297,16,"Animation"
80000000,68514844,10715,"Looney Tunes: Back in Action",16.715631,"Released","2003-11-14",90,5.6,297,35,"Comedy"
80000000,68514844,10715,"Looney Tunes: Back in Action",16.715631,"Released","2003-11-14",90,5.6,297,10751,"Family"
80000000,53825515,10197,"Nine",9.357734,"Released","2009-12-03",112,5.1,165,18,"Drama"
80000000,53825515,10197,"Nine",9.357734,"Released","2009-12-03",112,5.1,165,10402,"Music"
80000000,53825515,10197,"Nine",9.357734,"Released","2009-12-03",112,5.1,165,10749,"Romance"
80000000,19480739,9562,"Timeline",11.22268,"Released","2003-11-26",116,5.4,318,28,"Action"
80000000,19480739,9562,"Timeline",11.22268,"Released","2003-11-26",116,5.4,318,12,"Adventure"
80000000,19480739,9562,"Timeline",11.22268,"Released","2003-11-26",116,5.4,318,878,"Science Fiction"
80000000,17626234,9922,"The Postman",14.564667,"Released","1997-12-25",177,6.1,299,18,"Drama"
80000000,17626234,9922,"The Postman",14.564667,"Released","1997-12-25",177,6.1,299,12,"Adventure"
90000000,69131860,9447,"Babe: Pig in the City",11.356079,"Released","1998-11-25",92,5.2,305,12,"Adventure"
90000000,69131860,9447,"Babe: Pig in the City",11.356079,"Released","1998-11-25",92,5.2,305,35,"Comedy"
90000000,69131860,9447,"Babe: Pig in the City",11.356079,"Released","1998-11-25",92,5.2,305,18,"Drama"
90000000,69131860,9447,"Babe: Pig in the City",11.356079,"Released","1998-11-25",92,5.2,305,10751,"Family"
90000000,69131860,9447,"Babe: Pig in the City",11.356079,"Released","1998-11-25",92,5.2,305,14,"Fantasy"
90000000,146936910,274854,"The Last Witch Hunter",52.612025,"Released","2015-10-21",106,5.7,1316,14,"Fantasy"
90000000,146936910,274854,"The Last Witch Hunter",52.612025,"Released","2015-10-21",106,5.7,1316,28,"Action"
90000000,146936910,274854,"The Last Witch Hunter",52.612025,"Released","2015-10-21",106,5.7,1316,12,"Adventure"
80000000,33463969,8870,"Red Planet",13.800656,"Released","2000-11-10",106,5.4,267,53,"Thriller"
80000000,33463969,8870,"Red Planet",13.800656,"Released","2000-11-10",106,5.4,267,28,"Action"
80000000,33463969,8870,"Red Planet",13.800656,"Released","2000-11-10",106,5.4,267,878,"Science Fiction"
86000000,107944236,9992,"Arthur and the Invisibles",27.097932,"Released","2006-12-13",94,6,639,12,"Adventure"
86000000,107944236,9992,"Arthur and the Invisibles",27.097932,"Released","2006-12-13",94,6,639,14,"Fantasy"
86000000,107944236,9992,"Arthur and the Invisibles",27.097932,"Released","2006-12-13",94,6,639,16,"Animation"
86000000,107944236,9992,"Arthur and the Invisibles",27.097932,"Released","2006-12-13",94,6,639,10751,"Family"
0,19406406,36970,"Oceans",10.706613,"Released","2009-10-17",84,7.3,111,99,"Documentary"
0,19406406,36970,"Oceans",10.706613,"Released","2009-10-17",84,7.3,111,10751,"Family"
80000000,5989640,10077,"A Sound of Thunder",7.342892,"Released","2005-05-15",110,4.8,111,53,"Thriller"
80000000,5989640,10077,"A Sound of Thunder",7.342892,"Released","2005-05-15",110,4.8,111,878,"Science Fiction"
80000000,5989640,10077,"A Sound of Thunder",7.342892,"Released","2005-05-15",110,4.8,111,12,"Adventure"
80000000,5989640,10077,"A Sound of Thunder",7.342892,"Released","2005-05-15",110,4.8,111,28,"Action"
130000000,117831631,76649,"Pompeii",50.561849,"Released","2014-02-18",105,5.2,1267,28,"Action"
130000000,117831631,76649,"Pompeii",50.561849,"Released","2014-02-18",105,5.2,1267,12,"Adventure"
130000000,117831631,76649,"Pompeii",50.561849,"Released","2014-02-18",105,5.2,1267,36,"History"
130000000,117831631,76649,"Pompeii",50.561849,"Released","2014-02-18",105,5.2,1267,10749,"Romance"
130000000,117831631,76649,"Pompeii",50.561849,"Released","2014-02-18",105,5.2,1267,18,"Drama"
8000000,0,293644,"Top Cat Begins",0.719996,"Released","2015-10-30",89,5.3,9,35,"Comedy"
8000000,0,293644,"Top Cat Begins",0.719996,"Released","2015-10-30",89,5.3,9,16,"Animation"
60000000,313542341,453,"A Beautiful Mind",59.248437,"Released","2001-12-11",135,7.7,3009,18,"Drama"
60000000,313542341,453,"A Beautiful Mind",59.248437,"Released","2001-12-11",135,7.7,3009,10749,"Romance"
45000000,788241776,8587,"The Lion King",90.457886,"Released","1994-06-23",89,8,5376,10751,"Family"
45000000,788241776,8587,"The Lion King",90.457886,"Released","1994-06-23",89,8,5376,16,"Animation"
45000000,788241776,8587,"The Lion King",90.457886,"Released","1994-06-23",89,8,5376,18,"Drama"
79000000,355692760,72545,"Journey 2: The Mysterious Island",40.723459,"Released","2012-01-19",94,5.8,1030,12,"Adventure"
79000000,355692760,72545,"Journey 2: The Mysterious Island",40.723459,"Released","2012-01-19",94,5.8,1030,28,"Action"
79000000,355692760,72545,"Journey 2: The Mysterious Island",40.723459,"Released","2012-01-19",94,5.8,1030,878,"Science Fiction"
78000000,248384621,109451,"Cloudy with a Chance of Meatballs 2",41.247402,"Released","2013-09-26",95,6.4,915,16,"Animation"
78000000,248384621,109451,"Cloudy with a Chance of Meatballs 2",41.247402,"Released","2013-09-26",95,6.4,915,10751,"Family"
78000000,248384621,109451,"Cloudy with a Chance of Meatballs 2",41.247402,"Released","2013-09-26",95,6.4,915,35,"Comedy"
78000000,209196298,9533,"Red Dragon",10.083905,"Released","2002-09-29",124,6.7,1115,80,"Crime"
78000000,209196298,9533,"Red Dragon",10.083905,"Released","2002-09-29",124,6.7,1115,53,"Thriller"
78000000,209196298,9533,"Red Dragon",10.083905,"Released","2002-09-29",124,6.7,1115,27,"Horror"
100000000,108103450,2023,"Hidalgo",16.759252,"Released","2004-03-05",136,6.5,318,37,"Western"
100000000,108103450,2023,"Hidalgo",16.759252,"Released","2004-03-05",136,6.5,318,12,"Adventure"
79000000,149673788,71880,"Jack and Jill",22.132418,"Released","2011-11-11",91,4.1,604,35,"Comedy"
76000000,236350661,584,"2 Fast 2 Furious",10.520961,"Released","2003-06-05",107,6.2,2028,28,"Action"
76000000,236350661,584,"2 Fast 2 Furious",10.520961,"Released","2003-06-05",107,6.2,2028,80,"Crime"
76000000,236350661,584,"2 Fast 2 Furious",10.520961,"Released","2003-06-05",107,6.2,2028,53,"Thriller"
64000000,97571250,309809,"The Little Prince",35.384423,"Released","2015-07-29",92,7.6,756,12,"Adventure"
64000000,97571250,309809,"The Little Prince",35.384423,"Released","2015-07-29",92,7.6,756,16,"Animation"
64000000,97571250,309809,"The Little Prince",35.384423,"Released","2015-07-29",92,7.6,756,14,"Fantasy"
80000000,15071514,4858,"The Invasion",15.673154,"Released","2007-08-17",99,5.7,359,878,"Science Fiction"
80000000,15071514,4858,"The Invasion",15.673154,"Released","2007-08-17",99,5.7,359,53,"Thriller"
76000000,35134820,17711,"The Adventures of Rocky & Bullwinkle",8.981427,"Released","2000-06-30",88,3.9,87,28,"Action"
76000000,35134820,17711,"The Adventures of Rocky & Bullwinkle",8.981427,"Released","2000-06-30",88,3.9,87,12,"Adventure"
76000000,35134820,17711,"The Adventures of Rocky & Bullwinkle",8.981427,"Released","2000-06-30",88,3.9,87,16,"Animation"
76000000,35134820,17711,"The Adventures of Rocky & Bullwinkle",8.981427,"Released","2000-06-30",88,3.9,87,35,"Comedy"
76000000,35134820,17711,"The Adventures of Rocky & Bullwinkle",8.981427,"Released","2000-06-30",88,3.9,87,10751,"Family"
75000000,875958308,328111,"The Secret Life of Pets",31.482872,"Released","2016-06-18",87,5.9,3462,16,"Animation"
75000000,875958308,328111,"The Secret Life of Pets",31.482872,"Released","2016-06-18",87,5.9,3462,10751,"Family"
78000000,179265204,8698,"The League of Extraordinary Gentlemen",47.436675,"Released","2003-07-11",110,5.7,1155,14,"Fantasy"
78000000,179265204,8698,"The League of Extraordinary Gentlemen",47.436675,"Released","2003-07-11",110,5.7,1155,28,"Action"
78000000,179265204,8698,"The League of Extraordinary Gentlemen",47.436675,"Released","2003-07-11",110,5.7,1155,53,"Thriller"
78000000,179265204,8698,"The League of Extraordinary Gentlemen",47.436675,"Released","2003-07-11",110,5.7,1155,878,"Science Fiction"
76000000,970761885,93456,"Despicable Me 2",136.886704,"Released","2013-06-25",98,7,4637,16,"Animation"
76000000,970761885,93456,"Despicable Me 2",136.886704,"Released","2013-06-25",98,7,4637,35,"Comedy"
76000000,970761885,93456,"Despicable Me 2",136.886704,"Released","2013-06-25",98,7,4637,10751,"Family"
75000000,816969268,602,"Independence Day",60.442593,"Released","1996-06-25",145,6.7,3260,28,"Action"
75000000,816969268,602,"Independence Day",60.442593,"Released","1996-06-25",145,6.7,3260,12,"Adventure"
75000000,816969268,602,"Independence Day",60.442593,"Released","1996-06-25",145,6.7,3260,878,"Science Fiction"
73000000,229074524,330,"The Lost World: Jurassic Park",2.502487,"Released","1997-05-23",129,6.2,2487,12,"Adventure"
73000000,229074524,330,"The Lost World: Jurassic Park",2.502487,"Released","1997-05-23",129,6.2,2487,28,"Action"
73000000,229074524,330,"The Lost World: Jurassic Park",2.502487,"Released","1997-05-23",129,6.2,2487,878,"Science Fiction"
75000000,532680671,953,"Madagascar",48.110909,"Released","2005-05-25",86,6.6,3237,10751,"Family"
75000000,532680671,953,"Madagascar",48.110909,"Released","2005-05-25",86,6.6,3237,16,"Animation"
76000000,69959751,9693,"Children of Men",35.387874,"Released","2006-09-22",109,7.4,2071,18,"Drama"
76000000,69959751,9693,"Children of Men",35.387874,"Released","2006-09-22",109,7.4,2071,28,"Action"
76000000,69959751,9693,"Children of Men",35.387874,"Released","2006-09-22",109,7.4,2071,53,"Thriller"
76000000,69959751,9693,"Children of Men",35.387874,"Released","2006-09-22",109,7.4,2071,878,"Science Fiction"
75000000,296339527,36657,"X-Men",4.66891,"Released","2000-07-13",104,6.8,4097,12,"Adventure"
75000000,296339527,36657,"X-Men",4.66891,"Released","2000-07-13",104,6.8,4097,28,"Action"
75000000,296339527,36657,"X-Men",4.66891,"Released","2000-07-13",104,6.8,4097,878,"Science Fiction"
75000000,258270008,8909,"Wanted",73.82289,"Released","2008-06-19",110,6.4,2528,28,"Action"
75000000,258270008,8909,"Wanted",73.82289,"Released","2008-06-19",110,6.4,2528,53,"Thriller"
75000000,258270008,8909,"Wanted",73.82289,"Released","2008-06-19",110,6.4,2528,80,"Crime"
75000000,335062621,9802,"The Rock",51.469576,"Released","1996-06-06",136,6.9,1456,28,"Action"
75000000,335062621,9802,"The Rock",51.469576,"Released","1996-06-06",136,6.9,1456,12,"Adventure"
75000000,335062621,9802,"The Rock",51.469576,"Released","1996-06-06",136,6.9,1456,53,"Thriller"
80000000,660940780,950,"Ice Age: The Meltdown",85.115058,"Released","2006-03-23",91,6.5,2951,16,"Animation"
80000000,660940780,950,"Ice Age: The Meltdown",85.115058,"Released","2006-03-23",91,6.5,2951,10751,"Family"
80000000,660940780,950,"Ice Age: The Meltdown",85.115058,"Released","2006-03-23",91,6.5,2951,35,"Comedy"
80000000,660940780,950,"Ice Age: The Meltdown",85.115058,"Released","2006-03-23",91,6.5,2951,12,"Adventure"
75000000,196482882,1824,"50 First Dates",61.437586,"Released","2004-02-13",99,6.6,2105,35,"Comedy"
75000000,196482882,1824,"50 First Dates",61.437586,"Released","2004-02-13",99,6.6,2105,10749,"Romance"
50000000,90450008,2976,"Hairspray",31.160542,"Released","2007-07-13",117,6.5,709,10751,"Family"
50000000,90450008,2976,"Hairspray",31.160542,"Released","2007-07-13",117,6.5,709,35,"Comedy"
50000000,90450008,2976,"Hairspray",31.160542,"Released","2007-07-13",117,6.5,709,10402,"Music"
50000000,90450008,2976,"Hairspray",31.160542,"Released","2007-07-13",117,6.5,709,10749,"Romance"
80000000,78000586,11026,"Exorcist: The Beginning",15.761384,"Released","2004-08-20",114,4.7,183,27,"Horror"
80000000,78000586,11026,"Exorcist: The Beginning",15.761384,"Released","2004-08-20",114,4.7,183,9648,"Mystery"
80000000,78000586,11026,"Exorcist: The Beginning",15.761384,"Released","2004-08-20",114,4.7,183,53,"Thriller"
75000000,0,332,"Inspector Gadget",17.561955,"Released","1999-07-23",78,4.3,318,28,"Action"
75000000,0,332,"Inspector Gadget",17.561955,"Released","1999-07-23",78,4.3,318,12,"Adventure"
75000000,0,332,"Inspector Gadget",17.561955,"Released","1999-07-23",78,4.3,318,35,"Comedy"
75000000,0,332,"Inspector Gadget",17.561955,"Released","1999-07-23",78,4.3,318,10751,"Family"
75000000,117698894,75656,"Now You See Me",71.124686,"Released","2013-05-29",115,7.3,5487,53,"Thriller"
75000000,117698894,75656,"Now You See Me",71.124686,"Released","2013-05-29",115,7.3,5487,80,"Crime"
80000000,271430189,38365,"Grown Ups",38.864027,"Released","2010-06-24",102,6,1705,35,"Comedy"
60000000,219417255,594,"The Terminal",57.753914,"Released","2004-06-17",128,7,1910,35,"Comedy"
60000000,219417255,594,"The Terminal",57.753914,"Released","2004-06-17",128,7,1910,18,"Drama"
35000000,73034460,15189,"Hotel for Dogs",13.25753,"Released","2009-01-16",100,5.7,202,35,"Comedy"
35000000,73034460,15189,"Hotel for Dogs",13.25753,"Released","2009-01-16",100,5.7,202,10751,"Family"
75000000,215663859,11678,"Vertical Limit",13.318744,"Released","2000-12-08",124,5.9,283,28,"Action"
75000000,215663859,11678,"Vertical Limit",13.318744,"Released","2000-12-08",124,5.9,283,12,"Adventure"
75000000,215663859,11678,"Vertical Limit",13.318744,"Released","2000-12-08",124,5.9,283,53,"Thriller"
75000000,119000410,6538,"Charlie Wilson's War",18.70031,"Released","2007-12-19",102,6.5,338,35,"Comedy"
75000000,119000410,6538,"Charlie Wilson's War",18.70031,"Released","2007-12-19",102,6.5,338,18,"Drama"
75000000,119000410,6538,"Charlie Wilson's War",18.70031,"Released","2007-12-19",102,6.5,338,36,"History"
75000000,367275019,10555,"Shark Tale",47.094369,"Released","2004-09-20",90,5.8,1557,16,"Animation"
75000000,367275019,10555,"Shark Tale",47.094369,"Released","2004-09-20",90,5.8,1557,28,"Action"
75000000,367275019,10555,"Shark Tale",47.094369,"Released","2004-09-20",90,5.8,1557,35,"Comedy"
